FEATURE_ID,NAME,LEVEL_1,GEOCODE,index,class_id,level_0,level_1,level_2,level_3,level_4,color,feature_id,edge_size,key,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
1,Brasil,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,1,150,relative,"5,93","5,66","5,64","5,7","5,88","6,01","6,02","6,03","6,04","6,05","6,16","6,2","6,22","6,36","6,37","6,74","6,96","7,12","7,16","7,21","7,2","7,12","7,13","7,14","7,18","7,13","7,15","7,21","7,37","7,49","7,49","7,47","7,41","7,52","7,54","7,56","7,64","8,28"
1,Brasil,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,1,150,value,"59870,75964","57219,51542","56900,06122","57777,50452","59891,46569","61678,54065","62014,90695","62094,38976","62148,79859","62321,54091","63626,90445","64154,45904","64339,45495","65428,89892","65353,67651","69941,88584","72464,73173","74262,36992","74724,71014","75295,14504","75125,94314","74208,64414","74269,25331","74316,523","74953,51944","74556,9178","74960,54919","75485,64395","77100,76566","78497,86867","78256,83054","77864,28507","76953,59763","78049,40929","78455,36955","78431,24979","79964,66331","85950,51619"
1,Brasil,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,1,300,relative,"13,69","13,14","13,2","13,22","13,72","14,03","14,26","14,36","14,44","14,47","14,73","14,78","14,75","14,99","14,8","15,29","15,72","16,1","16,33","16,44","16,35","16,16","16,3","16,43","16,46","16,29","16,22","16,43","16,81","17,09","17,06","17,06","17,02","17,3","17,39","17,34","17,39","19,42"
1,Brasil,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,1,300,value,"138288,406","132986,8712","133186,0888","133990,8383","139742,1548","143972,4713","146803,046","147745,9602","148503,4972","148971,0557","152141,5953","152920,2965","152558,8339","154205,0926","151886,0773","158730,2047","163571,6477","167851,0925","170446,9476","171760,1012","170620,2967","168484,6126","169770,1541","171076,0755","171789,3271","170201,7023","170056,4685","171973,2045","175840,54","179240,0737","178267,3302","177808,8744","176735,6648","179608,893","180947,7808","179811,6203","181915,4466","201624,4914"
1,Brasil,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,1,600,relative,"27,6","26,35","26,58","26,49","27,71","28,26","29,02","29,45","29,69","29,73","30,08","30,14","30,08","30,21","29,3","29,93","30,65","31,38","31,89","31,92","31,65","31,48","31,98","32,44","32,33","31,96","31,9","32,55","33,16","33,7","33,56","33,55","33,49","34,04","34,35","34,16","34,1","38,42"
1,Brasil,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,1,600,value,"278798,2665","266553,8673","268128,6939","268532,2659","282247,4009","289913,5005","298680,5916","303009,8746","305288,4582","306010,1365","310592,8843","311721,5722","311190,9744","310746,2578","300711,177","310669,5178","318890,5135","327160,3492","332829,6021","333483,042","330155,2682","328233,9627","333081,7681","337736,7772","337448,1623","334015,3173","334416,9396","340624,8762","346811,3657","353328,931","350605,8706","349601,8384","347721,1774","353374,4532","357448,1245","354261,8618","356794,4062","398905,0382"
1,Brasil,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,1,1000,relative,"43,02","40,7","41,04","40,63","42,89","43,52","44,75","45,51","46,06","46,05","46,17","46,37","46,33","46,1","44,29","44,96","45,81","46,84","47,53","47,34","47,07","47,05","47,95","48,68","48,35","47,79","47,92","48,97","49,57","50,21","50,04","50,02","49,86","50,46","51,02","50,58","50,37","56,03"
1,Brasil,,,1130,5,Natural,1. Forest,Magrove,Magrove,Magrove,#687537,1,1000,value,"434577,2228","411803,2134","414034,2203","411872,9787","436909,5714","446511,4014","460598,853","468318,214","473557,6615","474030,9348","476744,5","479613,1317","479318,5122","474200,1584","454541,5114","466641,6334","476653,1835","488374,1665","496035,8785","494548,544","491049,2178","490534,1117","499386,8422","506773,4161","504641,0475","499386,6486","502329,0828","512523,0495","518436,3928","526450,4426","522895,4113","521233,7046","517686,9163","523885,2141","530911,7022","524580,4921","527039,555","581789,2019"
1,Brasil,,,1140,49,Natural,1. Forest,Wooded Restinga,Wooded Restinga,Wooded Restinga,#6b9932,1,30,relative,"11,15",11,"11,1","11,23","11,2","11,14","11,2","11,15",11,"10,74","10,66","10,63","10,61","10,53","10,43","10,45","10,39","10,33","10,39","10,38","10,3","10,22","10,17","10,21","10,22","10,22","10,25","10,4","10,65","10,78","10,73","10,72","10,77","10,76","10,78","10,82","10,94","11,01"
1,Brasil,,,1140,49,Natural,1. Forest,Wooded Restinga,Wooded Restinga,Wooded Restinga,#6b9932,1,30,value,"77687,37826","76099,02651","75309,22304","74949,39572","73685,97619","72501,40641","72156,51538","71088,0881","69717,83269","68085,26839","67558,00371","67237,45333","66517,07548","65474,99165","64366,69203","64163,25586","63838,28073","63497,70826","63775,21479","63558,0317","63464,57197","63334,77459","63189,27021","63267,55986","63471,21191","63483,6042","64096,8231","65019,14987","66343,41405","66995,49874","67102,4542","66901,44343","67344,2499","67455,86542","67800,3216","67975,06425","68393,3146","69023,5017"
